hash,num_files_changed
e354cd15b224a4e12d3c5ba63986a249ad055f83,12
89a9c3a391101e4d2d8dbfbf0cdb261ad2d9592b,9
0bf319c57a413e3cc1f279a994a9a1b607de5008,3
bff55ea6054498dc40a54f747cb54ceb84c2e8b0,1
623c6b720b0d9b14934fb8ccb895d421ab043cc9,12
Marlin/src/lcd/extui/dgus/dgus_extui.cpp,1
Marlin/src/lcd/extui/example/example.cpp,4
5bbb345b55692ca663fcddd87f64c63a304dbbe6,2
8e87e4cb5eb5d92a7d7b7c8d40a285c2fc7fba2e,1
05636262863465e9b2b40a49eac2f9e1622ecb01,1
2d8ec4fe9e4f32c738119813bfc891d90c56c015,2
df4e022a48667369fcc94dfda56505eb3ba2019f,14
b123fa763d93f7f622abd9bf1a15ec6638c6d1ef,3
79b38e0e14074b52e0aeb98b08a686a99a9b1aad,12
Marlin/src/lcd/e3v2/proui/dwin_defines.h,2
Marlin/src/lcd/e3v2/proui/dwin_popup.cpp,4
Marlin/src/lcd/e3v2/proui/endstop_diag.h,0
Marlin/src/lcd/e3v2/proui/lockscreen.cpp,3
Marlin/src/lcd/e3v2/proui/meshviewer.cpp,1
Marlin/src/lcd/e3v2/proui/printstats.cpp,12
bd3ecc3ea07aaca3ad60441f64654b407f028714,1
f516c9e5528c67b1fd3119fd9910e0f14ae267f2,1
b9ef0f486a91ac918ef3605ab76d298b3e09d49b,1
48b5362cf02ff12c9e9fc4d5825ceebe457ea34b,21
Marlin/src/lcd/e3v2/proui/dwin_popup.cpp,2
Marlin/src/lcd/e3v2/proui/lockscreen.cpp,0
Marlin/src/lcd/e3v2/proui/meshviewer.cpp,0
Marlin/src/lcd/e3v2/proui/printstats.cpp,8
4e467e98c4c513faeea9f73a7c83f1bc1c7b8170,2
813b6af7247113d0cd96f4bf71c0c1a980590219,1
4b84b28c1435ff4520e0f8078f0a061aa27f6884,1
c6a6d35f0dd4a8fa7b3fae30892df96b8f0f50ee,1
323ac9488ce0562611d0144ab8ba700d272c00c7,2
d2c503eea2b5373fa8af6577c8047014966ce0f4,1
87e19fe5e714feaebea4f91f6dbc8324d0eecc3f,1
0e1ecf1fe0868d5467aa8b61feeac22a857db6ec,2
687dc9ad4d89212ec4da8983e71b8772c03a1619,2
755c196cfa92fa1b9e139d39e83e490305822212,4
445c3c651463ab30ebd0348fde66e2bbaa0424cd,2
6aee2c755bb0468df1672d566897f2c6becab597,1
bb2f100fcdaef30958601ec90ebcaad0fcae8815,8
2e39bc30fd748b0ade7aafdab4827f942536cdcd,10
b07a34eb6bd8928aebef631554626aaa8c88c567,4
fd1a5fe36692319bc41739833a0dbd9cae67c37a,2
c9fe822920f8df22553373b8ad066a33b80030f3,4
9ef01d43bb2f4384482ae8205ca6c80ebe388a52,4
7d7439c4b62e3d353bb20158c04d60defe89c694,1
6b7868d943cd08b83af085ea0d507cc8433799c6,8
15de14dd89d9d6037e6e7e2286b051f4827f026d,1
d09a2ee80a057de7e56b13c041f6a7beb8023515,2
1aa988c63c5803e6a54ad8c3e59a7bd610a51997,2
9ea6a588c36760b3d53d06748cfc58b4204580e7,4
4b0e84d9f320d3e15f8f5c70542349e7f793299e,2
0e7be8e8c4b1a7ca351ce19b462cac2d27fab82d,9
12b038dde58a63c06b21f05c594419000c61dcdf,1
c2c257ace75292dcc5d815d259dc790349db0e7b,1
f7f29c6b5eb0d1b9a5cde7b4318dca506e3a5be5,4
358ffddef80c50bdbce21407c7538041c9934f4b,2
87c4cd20e514b9fc94450e9503e268cc014490e8,3
103b5f1ead5f610f95f19ad02327d73ea2767038,2
142042760796807d92800cc1bdf93a86f614bc88,1
22b99a2e382034f951568dda8d2c70af06ddc47f,2
28f65301cfedf460f3a72a85fced49cbad18632f,1
432927df01ca0410dd5a9d00d17d7878095c2cd5,2
60c89709df2705ae7e80bbe2e9b59b56d6ee8060,1
f03c3677394126e72fb7c2679891a67f1efe0332,5
92f85e877dbfb7a9ecdb139e5f2a6473c2868c97,2
6b96636b9b37e6d0d95699a9120afe48f4b640d0,1
963049ddc39c77176e67d7eaad0d117a1e1b666a,3
9530df4816ed409e79c7b0403613e663f0d63511,2
8f8427ec8f69705e09ca226d9f16da6b82634439,8
a9682f2e975e63d4ba5b4e8a9486317849a5b8b1,1
28ceb1ed0f50f474adbcfa0690c1fa751e912281,2
44eff9a23348dcc117fd1ea9b4b1ef0b54061808,79
fee85b318eca9f410f1b49de22ee9e6f778a23ff,1
cba8d4f401b7de5c04c96e630d497af7041f908a,1
3ec5bbfb13a9a6fc2af5535bed4a40ba9c2b5e94,1
2ba1153fd8b7ca17ce94fbf13b4c21618eb1e7af,2
7b25b9ec5b6c731bc0e136442d61117fef7428f2,1
10c0b9423d5b19dc5e6f8494e79be14cf0ae6b3c,2
5439da6775e2c1b64127480d8e6fa3106a8e7706,1
e507aa09c51471465f6d802945c3be2459e1ee63,2
98a17cd60dc51f1b22b88101b526fd7f1b3f8787,4
aae08e9b0d7338d0f2c3ee04469165b9a087c161,1
cd4c1be641809bb1a32f74d840b7726ad796798b,2
03516f05191b888b5378f0426bc86f41b6cb2d03,3
e8cc050e90252d45734552ae857cf8b6cb8580d0,2
cf013a7f3e8f8030e3ac092692988d4e53fd03c3,3
cda46828613721c116a1fefce08cfbf1dd4cfcc2,2
b4d3e1da34f5a4365d35b685d2d7e97d76dedf98,3
26e4f70d7c0eec0f6d0f7ab2c3b780176d95c47f,1
fb86b6b3e309a6e1273b0d6cb1bcb8159a0be0dc,1
df98bd26b33e5f80d39eb0addb64c3258ce5c09f,1
be8f4f47f904377f44c3cf4f46b66e446136983d,2
3d2b2ca790d31d174e1d26e665e3c61b1a6c8996,11
f2d1770cee926d4b08c7d055ed92fb828d1f53d4,3
267a44c95cc09b6ca54c485320bdbccebe20af7a,0
Marlin/src/pins/linux/pins_RAMPS_LINUX.h,1
Marlin/src/pins/rambo/pins_EINSY_RAMBO.h,0
Marlin/src/pins/rambo/pins_EINSY_RETRO.h,8
5520aa3a10453d9245854aeed88583f11c34cab2,1
191d25f917f518149756a3f29562674076d1def8,1
ae96892612645c9b694186d463a8708fc3bce874,2
a323d6732bf691d29ce996b6bfd11cbcc3c9f0a7,8
0a24f858f3009b358c3c0841654521146949261a,3
1e18ce6e5d919372409dd0ce0e2b9487a5a8dbdc,2
2d04e5733aad05a3646ebc3b37ecde25d479589d,3
7763f9385d506ef79ef81ccb48a972ab56050fb1,9
f84eb27c4c093ddc8db163a5d9860a234765dd12,1
067faaceb19831c880a799e0285d0b1967192f4f,2
c2fa7e594200a18856e61dcaaa8ef1a689a5121c,2
3e93def08e4a765776ae7d2b94102943cd7dae01,1
569f867ea98b7cea729dcbd469372e8f787bb113,2
a8f95e325273f04fa8dd22df8c38de88f00a8fc5,1
029ff158bcdb820e3ae9bbf90f5cd13da0fe8345,2
d987e23d5b47dc21e2c235969a6719c8f6673530,4
dd4f93f90bd81eb6ea73031de05ed802dabb9d67,2
a8f3810f39cf33591aca369d174636336a707c07,2
0564cb188f1a74dc9ecfb55b793f4225424a9ca4,21
Marlin/src/lcd/e3v2/proui/dwin_defines.h,2
Marlin/src/lcd/e3v2/proui/dwin_popup.cpp,4
Marlin/src/lcd/e3v2/proui/endstop_diag.h,0
Marlin/src/lcd/e3v2/proui/lockscreen.cpp,1
Marlin/src/lcd/e3v2/proui/meshviewer.cpp,1
Marlin/src/lcd/e3v2/proui/printstats.cpp,11
6af5cb295c2ddd8ffcf3a07bfc920106f3f62c20,1
57cee04c899084454791aed925da6bea648d203f,4
668020777f73231f27da1c09de68b04305e10d9c,1
385b0c0106116d1b36d6158f81cd9269667d4040,1
5439a34c4b5e5f87bdd4aebeebee3d80a776cb56,1
1be3b8df4ac9876afd8bd7db8eab033f9e615953,1
f61f8e30224017d1f4369ffbd72b07bdf5284a9d,4
f2973ebd5f3ed0a2a00dd2d931246d713d7c3dd9,2
d99d0c8a10b2d0ee540e115b15eef24a71028863,12
076d8e83ea4247b75a90e71bcb80dc3f8e01a458,12
a1ffd59931ee28cddae4871706c771d816f0e4ae,6
7ef9e6df9838060961499b9de06ef3feb8d38ff6,1
71d54dab3c9fb7765d55d5cf2806a652879e8b67,3
f2a83bc245939e9041e542ade1f651fa80ddf224,21
d5d3f28bfe0c58a35fab181fe09d81dc23561919,2
8e8409ed67ba99fef35d21d09b2618e0859f3895,2
1636325b722f9618a9b65719d39c464bc7a3465d,3
e4658c321fb722470889796ae76930a067d59f33,2
f07fc7e96f512f4900619049761f75d28f9e0403,19
1d35bb5d337a5300bdd03312aa804e46b0455987,1
b637617deb1e3c65539b5a540eb75b20b508d29d,1
c61a692e7f57869a7071ee87da898b5db14cdd59,2
59dbf27385febae978093bbdc37f4b97c586d4d6,1
a1cfb15e402841b99aec0244288b79855b403362,2
69c7b8c1defdf30a6b0280e64f19b18e38a83a6c,0
Marlin/src/pins/stm32f4/pins_FYSETC_S6.h,1
127a3ad8311d9a42ff9abf582e3cd3331cfc3a06,3
566b26a72e923290dbb193263ed2ef794d2c433a,1
79fea49868e871b18e9b2d39191dc0317a0ce2e1,2
afdaa1796463fbb3ba87c425c865c749a0773033,1
7b12f985d32ca106dc7c5c89598d5f4c77e64a74,2
7fb65309aa7b1c9bd740ef4c5d4a03a0bc0891ef,2
9c1eaafe8804bd36d1d9874069e1626bc4b02002,1
5b35f3a95582a477e879be5cc7d1406a42d3e740,6
Marlin/src/lcd/menu/menu_bed_corners.cpp,2
9eab577765b8aee8b42dc7da11c83f942bde5a5b,2
91c7db027f3cecabc2708bcd3ec9254c70b38e8b,5
b44263eb5babaa379cb425da3ccb2a2b008504e3,2
7af8e23254006a61588307f792519d4ecaddd598,2
ab46b7e2f298826a5512569d6e79bb59a7a6b8ea,4
Marlin/src/feature/password/password.cpp,28
Marlin/src/lcd/menu/menu_bed_corners.cpp,15
Marlin/src/lcd/menu/menu_temperature.cpp,13
231150ab771c1b4e59ddcd077777f7cfd580e148,2
5b9afdfb25f16dbe421b3ea051ef2b7eacc89ba3,1
8badf2d71ff52e0952bb98df25bb8fcb25eda9da,3
7f97ba9cdb17a82e9aed5eb4c64a1bdf2f419e81,1
539a893694533cd94ed58288242556febc3ba643,5
f6ea8d11857b92a31edd17a5d9e46b55fcd59bf9,6
02b01c773eb59b3495bf4e6ec7f71f1d4d97a4e1,2
8169253a7d41e9cc3cd0693b2ad1edce0c4c204e,0
Marlin/src/pins/esp32/pins_MKS_TINYBEE.h,6
Marlin/src/pins/stm32f1/pins_MKS_ROBIN.h,6
f6e8622360609d95464d256be5717db090191583,3
d5f2334140e6f8ead29d3648b371547ebe72c7aa,0
Marlin/src/HAL/LPC1768/inc/SanityCheck.h,14
Marlin/src/pins/mega/pins_GT2560_REV_A.h,3
37ee9a47ab11baa7503336a3f0a3f83211459868,2
7415c3879004c74282bc689b428173af41d9df40,1
900bcbeecaff4e44d12234e409c76dae4a94d9ad,1
56f065db057fea421892d4da4aee7f003704ee89,2
4686dc4c81e4807d13b85c5c99b47abbae64d835,1
a963c5f9f3530ecc0e20cbf7c50a1902c8d4598e,1
0f2ba5b92b24ee990ae07d8c3364def38a45567f,1
5179f55bf9147a52cb63281a04c99ac79c9e3143,2
Marlin/src/pins/linux/pins_RAMPS_LINUX.h,0
Marlin/src/pins/lpc1768/pins_MKS_SBASE.h,21
fd595aa01bcd139352055f4dca771c193aa35d14,7
0aea3ae058b0aa453268768114664b0ff9272604,8
383afd79bc54ce6c07a3ad0ec8d968600ebbf372,2
18e1128f70136ef81aadd29622ddf3577d9739ab,1
e9ef609b076736031f80ca12860ebee7d34bfe9f,1
df69d7227379eccb260ef6f2b9a9db724c39fe84,2
e2446dc5610382c72d502cd3410b46f9801bb131,2
8c83ddd201284a70794d9b37d53b58756b58803b,2
1e246d65ad160d0a33d598046374f3910d8e4084,8
0c0ba6db7d7d4a968e621f55050e5903ccd2f53c,2
d8f73997b68da57454471b3b63056ce067cca10b,122
buildroot/share/dwin/icons-svg/alert.svg,17
830d728ec174271c96042f5864efb99300cf8927,1
b9eef9ffb43248256c82fc88df7096aafaf45d1b,2
9285b6b9edcb42d38736a08785371204aea56501,11
af93dbfb4f94a7e50c5f0eae2b0a7e911706e5c5,2
6cfa011c10198f730c8621994212fc828bd6814e,1
3315ff8856fba816f73abb3164393136ebe9062b,2
9778b67e84b1ff022669b7327a297d6cd44d4ed2,1
cc87695ae716df12002c89cc015ffe01ee43a4cd,11
c79174e862f30d2a1e808c2cfc40bd8a8e819166,8
09909512d721b41fcd1fbb85bfe2fbc138990eff,2
213b5d0d38340b78844c71a8ba52003b29a18c98,2
da8e21f1a67ecc887e0d2ed6bc1d893f4253deb8,2
80e978ec8a9043d98dac76835c9d7c31ad9864cc,1
d225445ab1ff1d600063b71cafeb78f8fd435985,1
7bc9d15514f1c9b55dfb0cb5a0a5a13666f96a33,1
40481947fc1f11a01235c5c55333a4437fc45c5f,27
70d3607f560c75277e46e2590316f557434f58af,2
498b4b34406ffa41f912867b56cec2ce5d41bd16,2
2cfde39ecac13eb75f8ce933d2116d1b75db3e4b,7
3e2a38b653b1d8479b7b38447d5fdff51ea9947f,30
9086082c1f3f0b36311395d459559015576fdadf,1
e16813d713f51bb5c563eb83ecb5e32c0053e16a,1
3d79b55c15d26c4181b66d831fca457fb167bc7f,2
a058a8a8b224de5e0878cc009e76a5578350b734,2
84ed7499546c3631643bb85ed29d21f7d3e27b99,3
24d1d3eb5cc4e7415e77393d35e40fb4124bc672,12
89f13913066341995aab4f7ab62e5d69f9e50bef,2
ab797a0995ffafb85de6b7b09db2bb1ea67ee978,4
07bffdf4bc451ad95ba0f5c196d7c3c9adcaf1cd,9
02b29c0fecd1d68226cd64d660bb409e6f131f9e,20
476028d4766f282a9164d1fe7493c635e73fe696,2
2ded50ba3fcbc6fec77a1697e9e846fcb6c68f66,3
224b6e5af9250e92671ad3ee35bb10cd79b819ef,3
08b659747191d3b234c39e81546d845d31d49852,1
9665a4434cee0386fa2a63a058b6f2598943ee98,17
Marlin/src/lcd/language/language_el_gr.h,10
Marlin/src/lcd/language/language_pt_br.h,7
Marlin/src/lcd/language/language_zh_CN.h,0
Marlin/src/lcd/language/language_zh_TW.h,8
a719020348e121245ba2ec6c5e60149c661241a0,1
0dfc17ca607640c62f4e53ed7bf39d3782773fe6,2
80128ae456318cde87e1c6374215b14b8b6c0879,5
13adcd5c08b7065a32f59d00c17c9bc3a351429c,2
797859cf55cac781c8bb4b04eeeb4dd484b75ec6,1
27d252c80b679c98e429d0250af51727a1768f55,1
75d1f975a8623f73ddeb194dffd81ae257c70b35,1
6ce0c682bb0ab96dcb3e1d6720c5cc0ff66dad9a,2
e0d19f9f419bd6150324672872a2314e98ee5e6b,1
0026430835eb4d707cc3d14e44c887e0ad9f39ed,1
1363b439462af4fac2e9e3a8801abde5981575cf,8
54f218e348f2da18d02512fba9ba4b1cc3e454e7,1
5a9755e5bbfdbacf74fda85baf9334a309570da2,2
3949142214e2aae9a9f23dae811d94811fd140e1,1
9564d684844fd9032eb5cec68825b7a70441e78a,2
3eb794d6d5d80f5d1bf17d94ae3af29eb9263763,2
73624133c9eec397c5030b6d17ef82a29cc5007f,1
4d28c9d12bbed7c742f94f7367348e3c4d36dcc2,3
e99d95b7707f04bc28513322dad88eeb0d45778e,1
1bd921d6a69412686fa4b31c4c1e5710de9840cf,10
8e490e84be80ef9eb4e1f9de08939e1126c1c23d,3
15936d32f5acb19d0a625e8974e53d77ebf487a8,2
9140016e0264b731b074e6d04f286f1e8c23a29e,2
4ceba981b1557ce72b1789cec983e098bb0bc9bf,1
1fe07bf3652c67c2266b2d70c4562c1b94244f02,2
c55b66becea10c795ad271681a365925e0d62628,1
cc919ae8999635dc45e3852f1d2a07fd15784d48,1
e379a46639b76d551ae99a55d288b944d2e22031,2
e1ab7f3b751103296a0e8601b22b1ce22a90112b,2
9a194826e3e424e404e95443976f1bdfb1d2b245,9
b8a376a28af8fd4d850f6a2080f5643593eec722,1
90fc120182d97c27340632469335a64fcc782c16,1
554a2fc84a5cd67cc9b0be8b01551a9eca3925bf,13
6fd48a98815cb9a0b549a94b5a80f6e0da369c53,1
397c751d55340f9f8fcd0a3b328b89cb1a6c16bc,2
e65c12cf96a226019a7456099078ee5cb03f9a49,24
Marlin/src/pins/rambo/pins_EINSY_RETRO.h,3
Marlin/src/pins/stm32f7/pins_REMRAM_V1.h,0
91909163ee0eb19920309a4ad9042d9240201fa4,1
d007c1b835847ab21d5f9668300d5131713c84dc,5
e37fe8566787cc006f70babb39e84226020d5e70,1
cb96f9d6c0f61e7a1d17b8b1983173035379491c,2
6fbfeb68010e63c76b545e2c27aeb48ee73be68b,10
09ccaa5051df5b0580d99d0284fe657c474ccf38,2
08aacb822a7f49199939a5c66639adfc356b55fe,2
63f71d85f2af5c9a352a4fca9b3c1acb1a5f4746,7
4de84031d84c9b92a7ce5c8df48b15682e51acdb,2
61828492559f7a4f8d832f75cb262d64f813bdbe,1
b07887687ed96645b3e67ae2586c8198575a3e5d,3
ead693b1a4fe1c5e74b42e4ac6afd5a47bbbde29,1
ff46d7cae274375eba82a278ca70fe0da016f778,5
c1410020abd71ace9a5cf84eedc637d2c41983c5,2
67521bdd01a5b26fbe5e82bc57b642c6ea3dcdd9,1
6e8c67151148bc02fe52accb2e059015ff1b95e3,1
9edddd18ad96bf4b91b09179c99b57601fd7bf0d,2
88a6e5b691d61eb93d573e4e79aea3bf5e0b4501,19
755c10d3030ed18762e05b1f86396237bca8dfbf,9
16a1a55ceaa6717eae7d075e2d6d685ce25896ed,3
6d1eaa0efaef69b383e7b0f9fe3a53468f17f245,2
f3b8b0b5b94cbd96bb3cdb48625942b14e17babc,1
6fb2d8a25f096d084348a6f6930f515d947474d4,67
33fa3aba107eb9b4bb1f90a83d6d81a437ed0347,3
13ce5aa1ed4ab4f8fc01f7ff6f7ad7884fc28ea9,13
02b4e48c6df1604d3de09cbef072f685fe956e92,8
2351b0df849db3a5efb964413574420e988545b3,2
d58daaa42c8e238b3e1eba4041ca5bcfa497c61f,34
Marlin/src/lcd/language/language_pt_br.h,7
Marlin/src/lcd/language/language_zh_CN.h,0
Marlin/src/lcd/language/language_zh_TW.h,0
761b1b93c62e9b70dd97c9579450804219d8f25b,0
Marlin/src/pins/esp32/pins_MKS_TINYBEE.h,22
Marlin/src/pins/stm32f4/pins_FLYF407ZG.h,1
Marlin/src/pins/stm32f4/pins_FYSETC_S6.h,4
c5b74319e7459485ac77263ac2c4597ed6fe6cfd,2
c160a57397bbd31c44c404f7c56a269f8fd802d6,1
d557db842598639f4ab49447e216557515b3ba9e,6
3f6147fe85e9f3d1ea255b218a53dbd71040fec3,2
9345eedb6453e047d65ef0e9a06f63dad7f769fc,1
7d462915b325c5590bfcdc1debe3bc40c87e9fcd,2
56ac68172796d03c15235738fcb234c48167d807,7
7762df7251f1da3be2933670084b416d4a06c89f,3
6a8b9274a31d11c396ce1bc44b3a0b872a4606dc,69
00e6e90648012ca0b954139f867a9a0201319209,2
555c749fe2be922eaf3bd78a79ae3b89b012662f,1
a47f559db15ad550930f0d49d352e73852ff900d,5
57315f02cbacea6a90c56349dc7e571e53692740,11
d7af6199362f35db72579e16843239087689e145,1
4f0932e5c1647b00efff22a2a5f30a1fdd57cc19,11
bdb071688e7a2e1eb900c26c59c20bca847ccfdc,2
fca6d12093e0cadc0c95a0e4cabfd560e6b628a1,1
c74161c011abfeb7004631f63642566f37a845db,3
a941cd33e290ed7268ac963388eb0cb28485cd72,1
e211ff148c39bf5dace72de7cffbb83f19d3f1bf,69
532f21f96f421e485b472025de2cde9677999179,1
cd1920b35057ee21c77f568af996434303122494,1
6d09d1d7fb2ce06dfe2693d841e3d417fd33c1b2,2
d5dff1948d900ce6fdec31e3f839e905ba09a46b,1
21cd71550663f46c361e6798c04ebcc0165391f3,1
Marlin/src/pins/esp32/pins_MKS_TINYBEE.h,2
80a537cd13f386fe8140ca672c4aa51d597d5e21,7
ca0215ba646e410e4828ebf14c86e75fc8765eeb,2
df9eb566c763be34f4c7ed51fc7526a840df860d,1
3e737cbc910315364b77af6b1d6d3e92306f48f3,4
da67deb621bcf140e2f843c030d2b2b195c39ef9,1
Marlin/src/lcd/menu/menu_bed_corners.cpp,2
1b876c170fc62abbb7381cfa79f2456ab4ec48ac,1
c80ef71c6bd5b3fed36f1b6485d040391a70af70,2
2893048e2955963bb307a4ca67ec26bb336de2f5,8
Marlin/src/lcd/menu/menu_bed_corners.cpp,5
c1dba3d02888824400413fdf366c1fa574cbb587,3
fdd37a84a290bfd55311a200018e7fdcf63df079,2
9cee62681232f154b411a606f1f49f0dd80a49ac,1
f374fa0eb8cfa60981b25cb99856c14328fd703e,1
b06f871dd094308828922039ea9923c89fd772a7,2
ba3239145429e15901bb642a7225204f95b8e308,3
9d4275506862e6d8029c0152c1d16ee737a4fa64,1
a055898870d2aac8d0d36a4d0b55846cdca1a808,2
ecaebe4363b2a817649ca37ae29365d5f1e382f4,3
14ceccdbc6e1184f6c5786454d660d875627c852,2
daec6c6bb9f3e42673a8e676bc51aacd7355ca41,1
b4727411d5a57a977625b484e3d22f4bea8f0790,1
b16b1d1fc7e739ae57f80e02e3bfeb34cfe421f9,2
504e6fd786abeb06d39cb1cbb1dd83ab3acb1dd0,1
9d2441f951da7a5def752105286834f40e0ed618,2
a994a318ba99799fe749021a213b134f414705ff,2
6dc056f77114a0c3e2cf68758eaa7cf41061e173,1
5f9140cccd31f22897dfe135c681f0888b12e041,2
2175d8aaee68c3555255279ee12da6deee034509,2
e57b7d043cfe8b25aca5e67bcb15b19515bba7d8,14
a4678d9e2798f203054ffa7c796f7b5b063c36d4,1
b464a4b1a4ea9cca914126c5f50c3e7384108a5e,14
bf21bc9ee53aa094a55dc76f5023b9988f31b166,2
1dd9adbfe40f0423181773a3370fbbab27d0a990,3
8277f3ca0db3fcfcade46e202d5c32c4908546ba,2
eef9e046904c382def0735c89dd3ea9961658554,1
dff18e2230eb07cfe7e6b9d9d3d288d2211b089e,2
26689e1d85e5c210daa01548ae0b6c9118e35bd4,1
afce7d6dd50273e9ee397cbe42ad9c4986a55fe4,1
9eb2a5f62c4c98a6f681735da66ca22ac08550e7,1
82d569faa09f4e427679502b88f1faa08dade217,2
1cff4fdb3670e0d04d865fe699763073149d4acd,1
60717927acc227e9ab71946b653d7e8eb8839fef,2
5528927d7127a176d107e8c1adc4906214142adf,1
aebf70cdae0683ed067a9d5aa0f3c93883f0d55a,2
0077d982cdbc414c60b2be8c7800317883ce6413,19
1e637a8de2d2785e869d54897b0b2122410a0370,2
c3af6bd8ce731737d0812a0e554e37dc0779127f,1
1ccaad7a9bc98b1afbb864ad50730a96fa944d17,2
4d45fdf0eb605629960d06abb86704cfbd62db49,2
135683010ac348c77f7a49202314b35f9aa8228d,1
dfa1c26471f27e0fa81f1e7f7655a54efc50f77c,1
65e52c1150b461f6458378c3f00bc3683c1bff62,1
a84e0404e019de905edfd9bbe61d35176c51c3c7,2
9e6ded3cdfb362fb6b0f44ade6baca562708ee1c,5
0a64209305ea32e85a7b786604ae0c11fd4f1fcb,2
5d45aba550598f63b4f0ded99205b40c29275b26,2
63d73bfafc8c146a0f230ad1a45c97f0ba23168b,2
a16a059312b0ddb822da2769b5ba5372f9857c48,11
Marlin/src/lcd/menu/menu_bed_corners.cpp,8
c67f7fb4df878e829289848ff60e28462c949aa1,2
ea0d0e8e8b4552aff660be36a9b70c2c8960cdc3,1
Marlin/src/feature/spindle_laser_types.h,2
6580e655fb255125d63e41e05045075452f5bef9,1
ecd1ac70929b4b6b2bc0e4f9ea4e7c4b050e2396,2
a010c4d1c8a9c6fdf296a33233deb99e235e188a,1
fcb48598e2e2dfebb92acdc103f7119c7f9fcaa3,1
4d0880c74d8363948e63f22839c2a9ed5a672f7d,1
97400e54b90a4fe40b60ea2f76e90cb14b0bf6ea,4
d6b332f4c7a79553a41c4a6166f21f802be930c8,2
363a17ac464e72bb013150e742b0e95f9df707eb,9
e6bbdd89b44a6d83df8788debf25880fadfab87a,1
7daa76382f858817ea7b52d11f9fae88d252988d,1
bfead67544106ec2b3f2ba228a44319ad8510a52,4
36a04190a01a83b2bf9a9fd810b082649aa53aa9,2
e949b4439becc0e440c64bbcba1825654dd9efce,1
4411af655e60646b0b114f759a62cedc8e0e6aa4,13
2a1facf8530ac931760ca43b9ecb11d57409ff74,2
e3d7274c84242aebdfef2b164d5b89cb99ee6ac3,2
b9ee84e8dcc6ae81aba3d46e079ed26e1a308a49,2
f46c76f3608ed3e229a36229bf6d0878fb4ab51e,2
c09641c7c0cddadd67eb7f873d0c9e2633376821,1
1f5eaf29b947a1486699c588cbe1e274cfb72ec4,1
7ffada64ceb4d8e5a2ca1e7a75638a3bb6be6cf4,1
9e71f9baf9aad453be1a5c4ff5cd604b18e65d2d,2
a276c088e33417403ca468879678d837c00433e2,2
1874787b6bb840156e4ebb721ae6ee6b6438b97a,2
0539e870de30877a38c78d29a304a97a6068cc80,43
Marlin/src/pins/stm32f4/pins_FLYF407ZG.h,6
Marlin/src/pins/stm32f7/pins_REMRAM_V1.h,0
09ee63caf1f78bbb63518164895fd2a7cafd96d6,1
6fa278b7418ebdc4f02b49749d34888c67c22024,2
1861f780de948cbfdad4357604a45441ec0b25ce,1
a3c4a5eca693bb5794c0374f5ca72ed8f2dc422f,2
Marlin/src/pins/stm32f4/pins_FYSETC_S6.h,2
716d74131576c01c69f438e7640cc9857334bd0e,1
47d34682519cb1524e71e71c018e946824803660,2
981ad44ded7b3805ce54da389581403c230f7dbd,2
9e7b9d01a18f4a77d51c2d8d4c7094b2b5e8bfb4,2
a7549aac5c5efc7097d6ebe69b2d46b3e7acbfab,5
b6a8cc06fadd2ef3e5b06c7bb2a006ee42f7bfef,2
f0e48ce104b5e3dc06f91127e69b3ef5b46370cd,2
d4c78edfe37c62e82aee9bfa3ca8b685e3d5cb62,7
203047f859c23ee5053ed20c88531b7f15fcee5f,1
7bc18a707572d063ac3ba905f1f704dd965f26f3,1
e5154ec28179c7dc7b58a830412e7cb09c2f878c,13
de398b4fd2f96349e73d63512021a3fca800712d,1
5387ceba74862788d27b62f8624a2c697fe233ee,7
7110d11c9d8933c8c412c2fabd3b065a5ab97b6e,21
430a4aec3453b671a531ea7fa2b7dc203ba8769a,2
0fbecf4aaff595bb90b9e7d7556fba3dc40e406c,2
6ac0d4727cd4abe70002c32faf3d87c7e24bfad3,1
Marlin/src/HAL/STM32F1/inc/SanityCheck.h,8
f33396c2c34be960d81a6a7be1086af90946f262,2
2955061b056dba156dc846385285cd6c8633e274,2
1c31366bf37fcebe91e8e6011af354904dd58ad4,1
0293a8340872296dc085394f75a6e68337087d18,2
8e7f2f4483e83edc9ee6f38d632ed2a5f7ad0465,2
e34ca749b1b4a060549c42480d170f6d7440538d,2
f1af475253941e4ee4cc2bdf05989c623c27a663,1
Marlin/src/lcd/extui/mks_ui/draw_about.h,14
Marlin/src/lcd/extui/mks_ui/draw_gcode.h,40
2edda4c58200db4a20af852c30e0ae4accfb5640,1
e3d777cf8fcdeafe11df73d88fd6c374148b6f47,5
b7be62ad36d9d2e8bc4d0718b8cba94321267077,6
44d8c2f5bf970e5f701e8bf8e2eff4e17b9266bc,2
3e14f06f8009e1d02a6b92f2caa6ed027ed078b0,2
36173fb2593489a0be1ad1f2a90553de3a452700,2
89fe5f6d74ba6d45290e3e268619c8f9b32ba8ba,1
eb8392edd4a1ccedd235c7463f15e583f47f233a,1
629498f8d43be6675674671927456b8b6b4ac47b,5
2aa36af55739c3e2685cd3698186748835cd57da,1
f0b1ce8749b5b988d6fc640be1c64652fff160d5,2
36b2650f65e036ce1b02da568364230201a22b80,4
125310dca00383d60632f13fcf185f59bc51bdf6,2
